1	87	1
1	300	1
1	947	11
1	1126	1
1	1715	1
1	1739	1
1	1772	1
2	130	21
2	335	2
2	728	1
2	839	1
2	997	2
2	1062	1
2	1314	3
2	1349	1
2	1528	1
2	1587	1
2	1645	1
3	509	25
3	830	1
3	1002	1
3	1113	1
3	1136	1
3	1146	1
3	1286	1
3	1494	1
3	1568	1
3	1570	2
3	1635	1
3	1690	1
3	1691	1
4	77	2
4	82	1
4	95	4
4	724	1
4	1070	1
4	1071	20
4	1437	2
4	1670	1
5	56	1
5	267	1
5	297	1
5	326	14
5	628	1
5	885	1
5	954	1
5	1058	2
5	1148	1
5	1347	1
5	1391	15
5	1644	1
5	1738	2
6	48	1
6	327	31
6	343	2
6	629	2
6	654	2
6	787	1
6	954	2
6	1244	1
6	1246	1
6	1348	1
6	1391	1
6	1494	1
6	1644	1
7	110	1
7	420	1
7	484	1
7	507	2
7	678	1
7	836	1
7	912	1
7	916	3
7	949	10
7	951	5
7	1135	1
7	1371	1
7	1372	1
7	1537	1
7	1674	2
7	1783	1
8	12	4
8	347	2
8	752	1
8	933	1
8	1188	1
8	1241	1
8	1391	17
8	1494	1
9	36	2
9	87	15
9	218	1
9	290	11
9	438	1
9	661	1
9	1117	1
9	1524	1
9	1528	1
9	1529	1
9	1639	3
10	231	4
10	249	1
10	252	8
10	266	2
10	279	1
10	308	1
10	484	1
10	739	4
10	893	6
10	928	2
10	1129	1
10	1136	1
10	1471	3
10	1489	5
11	104	1
11	879	1
11	984	1
11	1061	23
11	1149	1
11	1629	1
11	1670	1
12	245	1
12	953	1
12	1000	1
12	1391	13
12	1432	1
12	1738	1
13	87	5
13	290	4
13	388	2
13	698	2
13	944	2
13	1002	9
13	1113	2
13	1330	1
13	1388	1
13	1426	1
13	1576	1
13	1639	1
13	1757	4
14	13	9
14	87	2
14	91	3
14	180	1
14	290	1
14	527	1
14	698	1
14	699	3
14	787	1
14	798	1
14	836	1
14	1046	2
14	1121	1
14	1205	1
14	1222	1
14	1383	1
14	1404	1
14	1406	1
14	1552	1
14	1639	1
14	1643	1
14	1758	5
15	351	1
15	474	1
15	570	2
15	578	2
15	581	1
15	707	2
15	789	2
15	868	1
15	932	1
15	984	1
15	1126	1
15	1148	1
15	1589	3
15	1643	1
15	1662	1
15	1690	1
16	47	9
16	66	11
16	300	1
16	320	1
16	849	1
16	997	11
16	1699	1
16	1755	1
16	1781	1
17	275	1
17	715	1
17	716	3
17	1310	1
17	1333	1
17	1380	1
17	1611	1
17	1634	26
17	1635	1
17	1670	2
18	238	1
18	388	1
18	389	1
18	606	2
18	715	5
18	716	2
18	1224	1
18	1243	1
18	1411	1
18	1506	1
18	1540	2
18	1545	1
18	1635	5
18	1781	1
19	628	11
19	629	7
19	692	1
19	863	1
19	954	2
19	1244	1
19	1284	2
19	1336	1
19	1391	4
19	1411	1
19	1483	1
19	1518	1
20	79	1
20	149	12
20	152	1
20	524	1
20	530	1
20	577	4
20	637	3
20	871	1
20	1106	1
20	1113	4
20	1500	1
20	1518	1
20	1579	1
21	24	3
21	26	2
21	92	1
21	154	1
21	254	1
21	445	2
21	689	1
21	715	1
21	806	5
21	994	1
21	1108	6
21	1266	3
21	1290	1
21	1374	1
21	1411	1
21	1741	1
22	23	1
22	169	1
22	275	1
22	499	1
22	555	1
22	557	1
22	609	1
22	806	4
22	1108	4
22	1338	1
22	1562	1
22	1670	1
22	1755	1
23	21	1
23	25	1
23	225	3
23	235	1
23	398	2
23	415	1
23	430	1
23	674	1
23	718	2
23	864	1
23	1092	1
23	1287	1
23	1290	6
23	1357	1
23	1371	1
23	1537	1
23	1702	1
23	1719	1
24	21	4
24	131	1
24	275	1
24	519	4
24	598	6
24	679	1
24	751	1
24	806	3
24	910	1
24	954	1
24	1108	5
24	1411	1
24	1611	1
24	1670	4
25	15	1
25	21	6
25	324	1
25	376	1
25	641	2
25	652	2
25	806	2
25	815	3
25	882	1
25	997	1
25	1059	1
25	1095	3
25	1170	4
25	1339	1
25	1358	1
25	1616	10
26	27	8
26	351	5
26	642	1
26	679	1
26	690	1
26	836	2
26	994	1
26	1170	2
26	1266	3
26	1287	2
26	1288	1
26	1345	1
26	1589	1
26	1616	9
26	1622	2
26	1670	1
26	1783	1
27	26	4
27	131	1
27	190	1
27	351	2
27	966	2
27	1091	1
27	1117	3
27	1266	2
27	1345	2
27	1355	1
27	1476	2
27	1616	11
27	1619	1
28	128	7
28	402	2
28	433	7
28	543	1
28	553	1
28	583	1
28	1018	2
28	1053	1
28	1339	1
28	1425	2
28	1454	1
28	1475	1
28	1682	1
28	1684	8
29	132	1
29	136	1
29	460	1
29	487	1
29	488	16
29	513	1
29	514	1
29	838	2
29	912	3
29	916	4
29	924	2
29	1012	2
29	1337	1
29	1367	1
29	1580	2
30	66	1
30	146	13
30	258	1
30	259	3
30	558	1
30	630	1
30	737	2
30	752	3
30	1063	1
30	1246	1
30	1250	1
30	1363	2
30	1378	1
30	1514	2
30	1545	1
30	1559	1
30	1755	1
31	37	12
31	245	1
31	300	2
31	610	3
31	629	1
31	795	1
31	803	1
31	888	5
31	961	1
31	997	3
31	1083	1
31	1198	1
31	1376	1
31	1517	2
31	1540	2
32	533	10
32	557	1
32	577	1
33	335	1
33	787	13
33	836	1
33	855	1
33	908	1
33	1046	8
33	1145	5
33	1223	1
33	1287	3
33	1448	3
33	1449	3
33	1537	1
33	1593	1
33	1758	2
34	77	1
34	144	1
34	156	6
34	308	1
34	484	11
34	867	1
34	1070	1
34	1180	2
34	1267	12
34	1469	1
35	155	27
35	327	1
35	698	1
35	889	1
35	967	1
35	980	1
35	1239	1
35	1751	3
35	1752	6
35	1777	2
36	9	1
36	87	14
36	191	1
36	290	21
36	698	1
36	823	1
36	828	1
36	1206	1
36	1403	2
36	1528	1
36	1529	1
36	1576	1
37	31	20
37	48	2
37	66	1
37	118	1
37	517	1
37	691	5
37	728	1
37	797	1
37	899	1
37	941	1
37	953	1
37	954	1
37	967	1
37	1253	2
37	1255	1
37	1320	1
37	1493	1
37	1494	2
37	1566	1
37	1744	1
38	369	1
38	451	1
38	482	1
38	900	1
38	1017	3
38	1018	1
38	1631	1
38	1658	20
39	428	1
39	541	1
39	546	3
39	798	1
39	835	1
39	929	1
39	954	1
39	955	2
39	1125	1
39	1190	1
39	1192	4
39	1224	1
39	1752	1
40	21	1
40	207	1
40	255	1
40	311	1
40	390	1
40	450	1
40	573	1
40	715	1
40	768	1
40	884	1
40	1178	2
40	1190	1
40	1337	8
40	1510	4
40	1517	2
40	1573	1
40	1674	1
41	84	1
41	226	8
41	541	1
41	570	1
41	705	1
41	967	15
41	1052	1
41	1350	1
41	1524	1
41	1576	1
41	1581	1
42	160	1
42	187	2
42	188	1
42	315	1
42	361	2
42	970	1
42	984	2
42	1022	1
42	1132	1
42	1458	2
42	1461	1
42	1498	1
42	1512	4
42	1722	1
42	1755	7
43	73	1
43	95	3
43	747	1
43	953	3
43	1012	1
43	1099	1
43	1180	2
43	1211	9
43	1300	1
43	1336	1
43	1411	1
43	1768	1
43	1772	3
43	1777	4
44	256	1
44	577	3
44	831	13
44	894	1
44	1276	1
45	44	2
45	654	1
45	776	1
45	850	10
45	1139	22
45	1180	1
45	1352	4
45	1429	1
45	1475	1
45	1715	1
46	16	5
46	47	1
46	66	6
46	67	6
46	300	1
46	320	2
46	580	1
46	671	2
46	812	3
46	997	9
46	1087	1
47	16	1
47	157	1
47	343	1
47	535	1
47	849	3
47	1020	1
47	1095	3
47	1166	1
47	1358	6
47	1543	1
47	1699	1
47	1781	31
48	42	4
48	315	1
48	654	1
48	692	1
48	738	6
48	762	2
48	953	1
48	954	9
48	965	3
48	1135	2
48	1399	2
48	1459	1
48	1645	1
48	1755	2
48	1759	4
49	453	1
49	511	1
49	600	3
49	672	1
49	874	1
49	895	2
49	923	5
49	997	1
49	1055	1
49	1213	1
49	1566	1
49	1616	1
49	1751	1
50	57	1
50	144	4
50	149	2
50	316	1
50	484	1
50	534	2
50	869	5
50	1070	1
50	1093	1
50	1267	1
50	1442	2
50	1460	1
